window_index,time_s,window_start_s,window_end_s,reference_bpm,reference_valid,estimated_bpm,accepted,V25_bpm,V25_accepted,error_bpm,abs_error_bpm,status,common,new,lost,fusion_readout_bpm,fusion_readout_accepted
48,52.999947,47.999952,57.999942,123.0,True,,False,,False,,,insufficient_regions,False,False,False,,False
49,53.999946,48.999951,58.999941,123.0,True,,False,,False,,,insufficient_regions,False,False,False,,False
50,54.999945,49.99995,59.99994,123.1,True,,False,,False,,,insufficient_regions,False,False,False,,False
51,55.999944,50.999949,60.999939,123.3,True,,False,,False,,,insufficient_regions,False,False,False,,False
52,56.999943,51.999948,61.999938,123.6,True,,False,,False,,,insufficient_regions,False,False,False,,False
53,57.999942,52.999947,62.999937,123.9,True,,False,,False,,,insufficient_regions,False,False,False,,False
54,58.999941,53.999946,63.999936,124.4,True,144.0,True,,False,19.599999999999994,19.599999999999994,accepted,False,True,False,96.0,True
55,59.99994,54.999945,64.999935,124.9,True,144.0,True,82.0,True,19.099999999999994,19.099999999999994,accepted,True,False,False,96.0,True
56,60.999939,55.999944,65.999934,125.6,True,144.0,True,81.0,True,18.400000000000006,18.400000000000006,accepted,True,False,False,96.0,True
57,61.999938,56.999943,66.999933,126.4,True,143.5,True,79.0,True,17.099999999999994,17.099999999999994,accepted,True,False,False,96.0,True
58,62.999937,57.999942,67.999932,127.3,True,143.5,True,78.0,True,16.200000000000003,16.200000000000003,accepted,True,False,False,96.0,True
59,63.999936,58.999941,68.99993099999999,128.3,True,142.5,True,77.0,True,14.199999999999989,14.199999999999989,accepted,True,False,False,96.0,True
60,64.999935,59.99994,69.99992999999999,129.3,True,141.5,True,,False,12.199999999999989,12.199999999999989,accepted,False,True,False,96.0,True
61,65.999934,60.999939,70.999929,130.3,True,,False,,False,,,insufficient_regions,False,False,False,,False
