window_index,time_s,proposal_bpm,proposal_supported,reacquired,generated,contributing_rois,channels,score,window_start_s,window_end_s
45,47.999952,55.0,True,False,True,2,"[""tracked/forehead/chrom"", ""tracked/left_cheek/chrom""]",0.35906071715765264,44.999955,50.999949
46,48.999950999999996,54.0,True,False,True,2,"[""tracked/left_cheek/chrom"", ""baseline/right_cheek/chrom""]",0.754561727097543,45.999953999999995,51.999947999999996
47,49.99995,53.0,True,False,True,2,"[""tracked/forehead/pos"", ""tracked/left_cheek/chrom""]",0.9011034641301787,46.999953,52.999947
48,50.999949,53.0,True,False,True,2,"[""tracked/forehead/pos"", ""tracked/left_cheek/chrom""]",0.8498558642316457,47.999952,53.999945999999994
49,51.999947999999996,53.0,True,False,True,2,"[""tracked/forehead/pos"", ""tracked/left_cheek/chrom""]",0.5797312037016962,48.999950999999996,54.999945
50,52.999947,53.0,True,False,True,2,"[""tracked/forehead/pos"", ""tracked/left_cheek/chrom""]",0.4145391916250553,49.99995,55.999944
51,53.999945999999994,54.0,True,False,True,2,"[""tracked/forehead/pos"", ""tracked/left_cheek/chrom""]",0.11632197510956419,50.999949,56.999942999999995
52,54.999945,55.0,True,False,True,2,"[""baseline/left_cheek/pos"", ""baseline/right_cheek/chrom""]",0.4246828604339902,51.999947999999996,57.999942
53,55.999944,53.0,True,False,True,2,"[""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]",0.7367339361012907,52.999947,58.999941
54,56.999942999999995,51.0,True,False,True,2,"[""baseline/left_cheek/pos"", ""tracked/right_cheek/pos""]",0.04605978649899839,53.999945999999994,59.999939999999995
55,57.999942,50.0,True,False,False,0,[],,54.999945,60.999939
56,58.999941,50.0,True,False,True,3,"[""tracked/forehead/chrom"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/chrom""]",0.5749406666771859,55.999944,61.999938
57,59.999939999999995,49.0,True,False,True,3,"[""baseline/forehead/pos"", ""tracked/left_cheek/pos"", ""baseline/right_cheek/chrom""]",0.34328681979672665,56.999942999999995,62.999936999999996
58,60.999939,48.0,True,False,True,3,"[""baseline/forehead/pos"", ""tracked/left_cheek/pos"", ""tracked/right_cheek/pos""]",0.26200403532124733,57.999942,63.999936
59,61.999938,47.0,True,False,True,2,"[""tracked/left_cheek/pos"", ""baseline/right_cheek/chrom""]",0.08619396526073853,58.999941,64.999935
60,62.999936999999996,45.0,True,False,True,2,"[""tracked/left_cheek/pos"", ""baseline/right_cheek/chrom""]",0.3092073185553216,59.999939999999995,65.999934
61,63.999936,46.0,True,False,True,2,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/chrom""]",0.7789640454277533,60.999939,66.999933
62,64.999935,48.0,True,False,True,3,"[""baseline/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/chrom""]",0.8922211200015188,61.999938,67.999932
63,65.999934,48.0,True,False,False,0,[],,62.999936999999996,68.99993099999999
64,66.999933,48.0,True,False,True,2,"[""baseline/forehead/pos"", ""tracked/left_cheek/pos""]",0.9697863442102519,63.999936,69.99992999999999
65,67.999932,47.0,True,False,True,2,"[""baseline/forehead/chrom"", ""tracked/left_cheek/pos""]",0.8477257836146379,64.999935,70.999929
66,68.99993099999999,47.0,True,False,True,2,"[""tracked/forehead/chrom"", ""tracked/right_cheek/pos""]",0.7288060818921701,65.999934,71.999928
67,69.99992999999999,,False,False,False,0,[],,66.999933,72.999927
68,70.999929,,False,False,False,0,[],,67.999932,73.999926
