window_index,time_s,window_start_s,window_end_s,requested_eligible,eligible,protected_window,reason,editable_samples_in_window,modified_samples_in_window,effective_changed_window,initial_eligible,withdrawn_by_runtime_guard,mode,old_bpm,candidate_bpm,old_accepted,candidate_accepted,old_window_finite,candidate_window_finite,disagreement_bpm,physical_roi_support_count,physical_roi_support_names,raw_consensus_roi_count,raw_consensus_roi_names,motion_available,motion_status,old_direct_motion_risk,candidate_direct_motion_risk,direct_motion_risk_decrease,direct_motion_pass,raw_consensus_pass,proposal_eligible,roi_evidence_json
29,33.99966,28.99971,38.99961,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,79.0,79.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
30,34.99965,29.9997,39.9996,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,79.0,79.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
31,35.99964,30.99969,40.99959,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,79.0,79.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
32,36.999629999999996,31.999679999999998,41.99958,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,79.0,79.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
33,37.99962,32.99967,42.99957,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,79.0,79.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
34,38.99961,33.99966,43.99956,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,79.0,79.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
35,39.9996,34.99965,44.99955,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,79.0,79.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
36,40.99959,35.99964,45.999539999999996,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,78.0,79.0,True,True,True,True,1.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
37,41.99958,36.999629999999996,46.99953,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,77.0,78.0,True,True,True,True,1.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
38,42.99957,37.99962,47.99952,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,76.0,77.0,True,True,True,True,1.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
39,43.99956,38.99961,48.99951,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,75.0,76.0,True,True,True,True,1.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
40,44.99955,39.9996,49.9995,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,75.0,75.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
41,45.999539999999996,40.99959,50.99949,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,75.0,75.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
42,46.99953,41.99958,51.99948,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,75.0,75.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
43,47.99952,42.99957,52.99947,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,76.0,76.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
44,48.99951,43.99956,53.99946,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,78.0,78.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
45,49.9995,44.99955,54.999449999999996,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,80.0,80.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
46,50.99949,45.999539999999996,55.99944,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,82.0,82.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
47,51.99948,46.99953,56.99943,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,83.0,83.0,True,True,True,True,0.0,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
48,52.99947,47.99952,57.99942,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,,,False,False,False,False,,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
49,53.99946,48.99951,58.99941,False,False,True,not_eligible,0,0,False,False,False,raw_consensus,,,False,False,False,False,,0,[],0,[],False,not_evaluated,,,,False,False,False,{}
