window_index,time_s,window_start_s,window_end_s,ridge_bpm,accepted,status,reference_bpm,reference_valid,reference_status,reference_samples,reference_max_gap_s,error_bpm,abs_error_bpm,V28_bpm,V28_accepted,common_output,new_output,lost_output
23,27.999972,22.999977,32.999967,100.0,True,candidate_only,98.2,True,ok,10,1.079999400000002,1.7999999999999972,1.7999999999999972,103.0,True,True,False,False
24,28.999971,23.999976,33.999966,103.0,True,candidate_only,98.6,True,ok,10,1.079999400000002,4.400000000000006,4.400000000000006,104.0,True,True,False,False
25,29.99997,24.999975,34.999965,104.0,True,candidate_only,99.0,True,ok,10,1.079999400000002,5.0,5.0,105.0,True,True,False,False
26,30.999969,25.999974,35.999964,105.0,True,candidate_only,99.2,True,ok,10,1.079999400000002,5.799999999999997,5.799999999999997,105.0,True,True,False,False
27,31.999968,26.999973,36.999963,105.0,True,candidate_only,99.4,True,ok,10,1.020752200000004,5.599999999999994,5.599999999999994,105.0,True,True,False,False
28,32.999967,27.999972,37.999962,105.0,True,candidate_only,99.6,True,ok,10,1.020752200000004,5.400000000000006,5.400000000000006,105.0,True,True,False,False
29,33.999966,28.999971,38.999961,105.0,True,candidate_only,99.9,True,ok,10,1.020752200000004,5.099999999999994,5.099999999999994,105.0,True,True,False,False
30,34.999965,29.99997,39.99996,105.0,True,candidate_only,100.2,True,ok,10,1.020752200000004,4.799999999999997,4.799999999999997,105.0,True,True,False,False
31,35.999964,30.999969,40.999959,105.0,True,candidate_only,100.6,True,ok,10,1.0211814999999973,4.400000000000006,4.400000000000006,105.0,True,True,False,False
32,36.999963,31.999968,41.999958,105.0,True,candidate_only,101.0,True,ok,10,1.0211814999999973,4.0,4.0,105.0,True,True,False,False
33,37.999962,32.999967,42.999957,105.0,True,candidate_only,101.5,True,ok,10,1.0211814999999973,3.5,3.5,105.0,True,True,False,False
34,38.999961,33.999966,43.999956,105.0,True,candidate_only,102.0,True,ok,10,1.0211814999999973,3.0,3.0,105.0,True,True,False,False
35,39.99996,34.999965,44.999955,105.0,True,candidate_only,102.4,True,ok,10,1.0494968,2.5999999999999943,2.5999999999999943,105.0,True,True,False,False
36,40.999959,35.999964,45.999954,105.0,True,candidate_only,102.8,True,ok,10,1.0494968,2.200000000000003,2.200000000000003,105.0,True,True,False,False
37,41.999958,36.999963,46.999953,105.0,True,candidate_only,103.2,True,ok,10,1.0494968,1.7999999999999972,1.7999999999999972,106.0,True,True,False,False
38,42.999957,37.999962,47.999952,105.0,True,candidate_only,103.6,True,ok,10,1.0494968,1.4000000000000057,1.4000000000000057,107.0,True,True,False,False
39,43.999956,38.999961,48.999951,104.0,True,candidate_only,103.9,True,ok,10,1.0494968,0.09999999999999432,0.09999999999999432,107.0,True,True,False,False
40,44.999955,39.99996,49.99995,103.0,True,candidate_only,104.2,True,ok,10,1.0494968,-1.2000000000000028,1.2000000000000028,107.0,True,True,False,False
41,45.999954,40.999959,50.999949,101.0,True,candidate_only,104.4,True,ok,10,1.0494968,-3.4000000000000057,3.4000000000000057,108.0,True,True,False,False
42,46.999953,41.999958,51.999948,100.0,True,candidate_only,104.7,True,ok,10,1.0494968,-4.700000000000003,4.700000000000003,109.0,True,True,False,False
43,47.999952,42.999957,52.999947,99.0,True,candidate_only,104.9,True,ok,10,1.0494968,-5.900000000000006,5.900000000000006,109.0,True,True,False,False
44,48.999951,43.999956,53.999946,98.0,True,candidate_only,105.1,True,ok,10,1.0208439999999968,-7.099999999999994,7.099999999999994,109.0,True,True,False,False
45,49.99995,44.999955,54.999945,63.0,True,candidate_only,105.4,True,ok,10,1.0208439999999968,-42.400000000000006,42.400000000000006,109.0,True,True,False,False
46,50.999949,45.999954,55.999944,63.0,True,candidate_only,105.7,True,ok,10,1.0208439999999968,-42.7,42.7,109.0,True,True,False,False
47,51.999948,46.999953,56.999943,63.0,True,candidate_only,105.9,True,ok,10,1.0208439999999968,-42.900000000000006,42.900000000000006,109.0,True,True,False,False
48,52.999947,47.999952,57.999942,62.0,True,candidate_only,106.2,True,ok,10,1.0208439999999968,-44.2,44.2,109.0,True,True,False,False
49,53.999946,48.999951,58.999941,62.0,True,candidate_only,106.5,True,ok,10,1.0208439999999968,-44.5,44.5,109.0,True,True,False,False
50,54.999945,49.99995,59.99994,62.0,True,candidate_only,106.8,True,ok,10,1.0497956999999971,-44.8,44.8,109.0,True,True,False,False
51,55.999944,50.999949,60.999939,,False,gap_or_filter_edge,107.2,True,ok,10,1.0497956999999971,,,,False,False,False,False
52,56.999943,51.999948,61.999938,,False,gap_or_filter_edge,107.5,True,ok,10,1.0497956999999971,,,,False,False,False,False
