mode,gap,case,roi,frames,valid_frames,longest_run_frames,longest_run_s,tracked_frames,fallback_frames,reset_frames,screened_frames,screened_points,r_relative_gain_min,r_relative_gain_max,r_log_offset_p95_minus_p05,r_longest_run_end_minus_start,r_mean_pair_difference_vs_baseline,r_offset_power_below_0p7Hz_fraction,g_relative_gain_min,g_relative_gain_max,g_log_offset_p95_minus_p05,g_longest_run_end_minus_start,g_mean_pair_difference_vs_baseline,g_offset_power_below_0p7Hz_fraction,b_relative_gain_min,b_relative_gain_max,b_log_offset_p95_minus_p05,b_longest_run_end_minus_start,b_mean_pair_difference_vs_baseline,b_offset_power_below_0p7Hz_fraction
tracking_only,gap15,kaggle_full,left_cheek,12867,12867,12867,429.32890000000003,12857,9,1,0,0,0.8719060186538313,1.112434361497386,0.12908079973211817,-0.13522886979057425,-1.051056037545269e-05,0.9344472248593905,0.7721879095935189,1.1166637218484923,0.15779650978097678,-0.25707718388284373,-1.998112730319009e-05,0.9360921201659449,0.866516178651079,1.3380349728732912,0.14231971671381816,-0.1403943525630755,-1.091204356933589e-05,0.9345655049538771
tracking_only,gap15,kaggle_full,right_cheek,12867,12867,12867,429.32890000000003,12859,7,1,0,0,0.7846610048163243,1.355671592383097,0.36397983614975954,-0.13106072407136335,-1.0186594440491472e-05,0.932090002219185,0.7156515370934554,1.3497512460349006,0.39432331096326056,-0.2548979263019183,-1.9811746176116776e-05,0.9342936476182807,0.6984002428250315,1.4270341986053594,0.4621226252997871,-0.17411563709682334,-1.3533004593255344e-05,0.9336789331275858
tracking_only,gap15,synthetic72,forehead,600,600,600,20.0,599,0,1,0,0,0.9701663049828597,1.0004194980780523,0.015512479481132668,-0.014015465879548942,-2.3398106643654328e-05,0.08468252380028378,0.9608569034231346,1.0060831441353966,0.02763825121740013,-0.009661679122913524,-1.6129681340423237e-05,0.11860383849065304,0.9477548143574365,1.0,0.02669171851651196,-0.033628273719500695,-5.614069068364055e-05,0.07773909208214477
tracking_only,gap15,synthetic72,left_cheek,600,600,600,20.0,599,0,1,0,0,0.9888960695607191,1.0115772868723507,0.017866031564339777,0.00964744926336973,1.6105925314473673e-05,0.5142396282210724,0.9827232128819794,1.0070071280136599,0.018120203856084365,0.0032225539885340827,5.379889797218835e-06,0.46755314968709605,0.9643674883726264,1.0,0.018638301027022526,-0.028280249262457122,-4.721243616436915e-05,0.1885290355089356
tracking_only,gap15,synthetic72,right_cheek,600,600,600,20.0,599,0,1,0,0,0.9666894939828087,1.0,0.025133196316099365,-0.031641957690582784,-5.2824637212992964e-05,0.6607744399305837,0.9853268579727575,1.0,0.007679561974632507,-0.007096532896730771,-1.1847300328432003e-05,0.10006104121435357,0.954368073180816,1.0,0.028732747254750335,-0.03945150231975341,-6.586227432346146e-05,0.4952397247143323
tracking_only,gap15,data1,forehead,1555,1514,859,28.6333047,1421,83,10,0,0,0.6762782101232031,1.1037207516908816,0.4134159379444745,-0.38042304066226207,-0.00044338349727536373,0.9754691686471181,0.8473831974495178,1.1737009412670307,0.24651341712599006,-0.13362088867944216,-0.00015573530149119133,0.9409466681710372,0.8722987180129477,1.2030150553389345,0.22657298979356905,-0.07096397959141176,-8.270860092239138e-05,0.9364322365480963
tracking_only,gap15,data1,left_cheek,1555,1514,859,28.6333047,1384,120,10,0,0,0.8905386106177523,1.0517622134666567,0.0934066604781608,-0.063403863779475,-7.38972771322552e-05,0.7798126615425711,0.7987397002292802,1.1199132756025625,0.18635488614526896,-0.1698959031768631,-0.0001980138731665071,0.8154223319168726,0.749581871183306,1.088810198701632,0.25711571617919493,-0.2421537090801027,-0.0002822304301632899,0.8610260141208066
tracking_only,gap15,data1,right_cheek,1555,1514,859,28.6333047,1258,246,10,0,0,0.9066435169689145,1.1985358755601474,0.1459467645337048,0.05148388783608485,6.000453127748822e-05,0.751285517604925,0.855717757939231,1.2510653139737318,0.24099960595586647,0.039843021879842316,4.643708843804467e-05,0.8263759572607233,0.8737303590667966,1.263365939919986,0.2137917059526579,-0.04106926539182665,-4.786627668045067e-05,0.7299361743861008
tracking_screened,gap10,user0904,forehead,1461,1461,1461,48.699951299999995,1460,0,1,1160,3021,0.9986503790530876,1.1248877468891039,0.05244014044162754,0.004962581227936106,3.3990282383123935e-06,0.8490755035408597,1.0,1.2983349522370806,0.12344036816370085,0.12318444964813859,8.437291071790315e-05,0.8836298129844725,1.0,1.357294091300055,0.16093489124208094,0.144971911481744,9.929582978201643e-05,0.9062554648625082
tracking_screened,gap10,user0904,left_cheek,1461,1461,1461,48.699951299999995,1460,0,1,1296,3500,0.9590948245537414,1.1338462462416155,0.07893472580459249,0.11631829088244136,7.967006224824749e-05,0.8863570582686672,0.9338138765752358,1.1412526688145785,0.07367229273374189,0.11963019413555902,8.193848913394449e-05,0.8643193082621774,0.9548922231189563,1.1577427222037713,0.07601664765973674,0.13418616006156078,9.190832880928823e-05,0.8845206375241511
