window_index,time_s,window_start_s,window_end_s,ridge_bpm,accepted,status,reference_bpm,reference_valid,reference_status,reference_samples,reference_max_gap_s,error_bpm,abs_error_bpm,V28_matching_10s_window_index,V28_10s_accepted_at_same_center,shared_center_both_output,shared_center_new_output,native_only_plan_output
19,21.999978,18.999981,24.999975,91.0,True,candidate_only,104.0,True,ok,6,1.049805899999999,-13.0,13.0,17,True,True,False,False
20,22.999977,19.99998,25.999974,91.0,True,candidate_only,104.33333333333333,True,ok,6,1.050063999999999,-13.333333333333329,13.333333333333329,18,True,True,False,False
21,23.999976,20.999979,26.999973,91.0,True,candidate_only,104.83333333333333,True,ok,6,1.050063999999999,-13.833333333333329,13.833333333333329,19,True,True,False,False
22,24.999975,21.999978,27.999972,91.0,True,candidate_only,105.0,True,ok,6,1.050063999999999,-14.0,14.0,20,True,True,False,False
23,25.999974,22.999977,28.999971,89.0,True,candidate_only,105.16666666666667,True,ok,6,1.050063999999999,-16.16666666666667,16.16666666666667,21,True,True,False,False
24,26.999973,23.999976,29.99997,87.0,True,candidate_only,105.16666666666667,True,ok,6,1.050063999999999,-18.16666666666667,18.16666666666667,22,True,True,False,False
25,27.999972,24.999975,30.999969,89.0,True,candidate_only,105.16666666666667,True,ok,6,1.0209964000000014,-16.16666666666667,16.16666666666667,23,True,True,False,False
26,28.999971,25.999974,31.999968,91.0,True,candidate_only,105.33333333333333,True,ok,6,1.049768799999999,-14.333333333333329,14.333333333333329,24,True,True,False,False
27,29.99997,26.999973,32.999967,92.0,True,candidate_only,105.5,True,ok,6,1.049768799999999,-13.5,13.5,25,True,True,False,False
28,30.999969,27.999972,33.999966,92.0,True,candidate_only,106.16666666666667,True,ok,6,1.049768799999999,-14.166666666666671,14.166666666666671,26,True,True,False,False
29,31.999968,28.999971,34.999965,93.0,True,candidate_only,107.0,True,ok,6,1.049768799999999,-14.0,14.0,27,True,True,False,False
30,32.999967,29.99997,35.999964,94.0,True,candidate_only,108.0,True,ok,6,1.049768799999999,-14.0,14.0,28,True,True,False,False
31,33.999966,30.999969,36.999963,95.0,True,candidate_only,109.16666666666667,True,ok,6,1.0203151999999989,-14.166666666666671,14.166666666666671,29,True,True,False,False
32,34.999965,31.999968,37.999962,95.0,True,candidate_only,110.33333333333333,True,ok,6,1.0203151999999989,-15.333333333333329,15.333333333333329,30,True,True,False,False
33,35.999964,32.999967,38.999961,95.0,True,candidate_only,111.33333333333333,True,ok,6,1.0203151999999989,-16.33333333333333,16.33333333333333,31,True,True,False,False
34,36.999963,33.999966,39.99996,95.0,True,candidate_only,112.16666666666667,True,ok,6,1.0203151999999989,-17.16666666666667,17.16666666666667,32,True,True,False,False
35,37.999962,34.999965,40.999959,94.0,True,candidate_only,112.83333333333333,True,ok,6,1.0222120999999973,-18.83333333333333,18.83333333333333,33,True,True,False,False
36,38.999961,35.999964,41.999958,94.0,True,candidate_only,113.33333333333333,True,ok,6,1.0470558000000025,-19.33333333333333,19.33333333333333,34,True,True,False,False
37,39.99996,36.999963,42.999957,94.0,True,candidate_only,113.66666666666667,True,ok,6,1.0470558000000025,-19.66666666666667,19.66666666666667,35,True,True,False,False
38,40.999959,37.999962,43.999956,93.0,True,candidate_only,113.83333333333333,True,ok,6,1.0470558000000025,-20.83333333333333,20.83333333333333,36,True,True,False,False
39,41.999958,38.999961,44.999955,93.0,True,candidate_only,114.0,True,ok,6,1.0470558000000025,-21.0,21.0,37,True,True,False,False
40,42.999957,39.99996,45.999954,94.0,True,candidate_only,114.16666666666667,True,ok,6,1.0470558000000025,-20.16666666666667,20.16666666666667,38,True,True,False,False
41,43.999956,40.999959,46.999953,95.0,True,candidate_only,114.33333333333333,True,ok,6,1.020202999999995,-19.33333333333333,19.33333333333333,39,True,True,False,False
42,44.999955,41.999958,47.999952,94.0,True,candidate_only,114.66666666666667,True,ok,6,1.020202999999995,-20.66666666666667,20.66666666666667,40,True,True,False,False
43,45.999954,42.999957,48.999951,93.0,True,candidate_only,115.0,True,ok,6,1.0195075000000031,-22.0,22.0,41,False,False,True,False
44,46.999953,43.999956,49.99995,93.0,True,candidate_only,115.5,True,ok,6,1.0200545999999946,-22.5,22.5,-1,False,False,False,True
45,47.999952,44.999955,50.999949,,False,gap_or_filter_edge,116.0,True,ok,6,1.0200545999999946,,,-1,False,False,False,False
