time_s,base,observed,interpolated,covered
8.8999911,0.9798147206702554,True,False,True
8.9333244,1.0183856551196457,True,False,True
8.966657699999999,1.0171611233500486,True,False,True
8.999991,0.9762197965052545,True,False,True
9.0333243,0.8972591588502264,True,False,True
9.0666576,0.7835137075628228,True,False,True
9.0999909,0.6396124374548825,True,False,True
9.1333242,0.47138164798762666,True,False,True
9.1666575,0.2856010584731431,True,False,True
9.1999908,0.08972289235969241,True,False,True
9.2333241,-0.10843505509893434,True,False,True
9.2666574,-0.30101036172039297,True,False,True
9.2999907,-0.4804183414077776,True,False,True
9.333324,-0.6396630686096427,True,False,True
9.3666573,-0.7726245929446753,True,False,True
9.3999906,-0.8743106139339342,True,False,True
9.4333239,-0.9410620767329271,True,False,True
9.4666572,-0.9707037678809002,True,False,True
9.4999905,-0.9626329951777657,True,False,True
9.5333238,-0.9178417701946652,True,False,True
9.5666571,-0.8388705021110084,True,False,True
9.5999904,-0.7296939709081387,True,False,True
9.6333237,-0.5955431800066067,True,False,True
9.666657,-0.4426694904907734,True,False,True
9.6999903,-0.2780601054835458,True,False,True
9.7333236,-0.1091163985993775,True,False,True
9.7666569,0.05669133758703687,True,False,True
9.7999902,0.21217750509685293,True,False,True
9.8333235,0.3507868451245751,True,False,True
9.8666568,0.46691527888306594,True,False,True
9.8999901,0.5561892872174325,True,False,True
9.9333234,0.6156880936739677,True,False,True
9.9666567,0.6440946392781896,True,False,True
9.99999,0.6417639088676683,True,False,True
10.0333233,0.6107006175550562,True,False,True
10.0666566,0.5544425879030663,True,False,True
10.0999899,0.47785128290553613,True,False,True
10.1333232,0.3868167589728615,True,False,True
10.1666565,0.287890501186627,True,False,True
10.1999898,0.18786579544541818,True,False,True
10.2333231,0.09333093457858131,True,False,True
10.2666564,0.010224995316006185,True,False,True
10.2999897,-0.056571532980513026,True,False,True
10.333323,-0.10357896975483821,True,False,True
10.3666563,-0.12896417189708664,True,False,True
10.3999896,-0.13266649214348378,True,False,True
10.4333229,-0.11638960557897178,True,False,True
10.4666562,-0.08345591731541499,True,False,True
10.4999895,-0.0385324196968424,True,False,True
10.5333228,0.01275123787217287,True,False,True
10.5666561,0.0642614838023664,True,False,True
