window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap,routing_mode,baseline_pulse_support,tracked_pulse_support,baseline_motion_risk,tracked_motion_risk,baseline_ambiguity,tracked_ambiguity,baseline_contributing_roi_count,tracked_contributing_roi_count,motion_available,motion_status,motion_observed_fraction,motion_speed_face_per_s,motion_strength,motion_reliability
10,14.999984999999999,baseline,only_baseline_qualified_evidence,52.0,,0.4836525294185393,0.0,True,False,False,0.9966666666666667,1.0,0.0,0.4447624395731453,0.19076388956549287,evidence,0.624156806028265,0.0,0.5002456478624875,,0.0,0.8479713975756988,2,0,True,observed_motion,1.0,0.33372876776508414,0.6405461430112394,1.0
11,15.999984,baseline,only_baseline_qualified_evidence,51.0,,0.2869735374153009,0.0,True,False,False,0.9966666666666667,1.0,0.0,0.6213640378868523,0.09283967247587786,evidence,0.6027158098302985,0.0,0.6451811754219181,,0.6581506743356117,0.9674405006799411,2,0,True,observed_motion,1.0,0.34961248203365847,0.6616663435041461,1.0
12,16.999983,tracked,stronger_qualified_evidence,50.0,49.0,0.27502809990348165,0.3299939323333841,True,True,True,0.9966666666666667,1.0,0.0,0.6633664530309312,0.6758965639551135,evidence,0.6108008949277637,0.47442436286754786,0.6904775988327919,0.6765177706266907,0.693502686568224,0.0,2,2,True,observed_motion,1.0,0.3733952271955772,0.6904775988327919,1.0
13,17.999982,baseline,only_baseline_qualified_evidence,48.0,,0.28386195901930633,0.0,True,False,False,0.9966666666666667,1.0,0.0,0.6442209753634408,0.15144682892910952,evidence,0.6002765423227503,0.0,0.6267808286713173,,0.682676468723197,0.0,2,0,True,observed_motion,1.0,0.3845951832587336,0.7029657632673144,1.0
14,18.999981,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.016472861929325254,0.023807733359519682,evidence,0.0,0.0,,,0.9959059782751638,0.9575262169429518,0,0,True,observed_motion,1.0,0.3983828250664084,0.7174616076637588,1.0
15,19.99998,tracked,only_tracked_qualified_evidence,,60.0,0.0,0.34330132080713727,False,True,True,0.9966666666666667,1.0,0.0,0.02619413527318121,0.22687904609052414,evidence,0.0,0.5505360674491336,,0.20157287396725598,0.8052207937858946,0.6284355348312382,0,2,True,observed_motion,1.0,0.3920457233905121,0.7109156170878713,1.0
16,20.999979,tracked,only_tracked_qualified_evidence,49.0,62.0,0.0,0.39467609056379904,False,True,True,1.0,1.0,0.0,0.39798053774664877,0.11679688119085933,evidence,0.0,0.6157968637873269,0.30809515384271263,0.06057258902691462,0.0,0.682242419251663,0,2,True,observed_motion,1.0,0.3698166875087371,0.6863463542264914,1.0
17,21.999978,baseline,baseline_evidence_retained,50.0,62.0,0.3452743771035975,0.2966508689010495,True,True,True,1.0,1.0,0.0,0.26772512533784615,0.32234888576028065,evidence,0.4793535513456392,0.5138199129873114,0.0442361801199553,0.2861323915171101,0.5301575331924444,0.6746619349063342,2,3,True,observed_motion,1.0,0.3486296399218891,0.6604047583138183,1.0
18,22.999976999999998,tracked,only_tracked_qualified_evidence,55.0,62.0,0.0,0.370602641779524,False,True,True,1.0,1.0,0.0,0.37889582785129533,0.5189409452700787,evidence,0.0,0.4800523401454373,0.4606733405410094,0.5066563197058157,0.5421942026009832,0.0,0,3,True,observed_motion,1.0,0.3351848034310771,0.642548411820611,1.0
19,23.999976,none,unresolved_frequency_disagreement,50.0,63.0,0.3289695229518437,0.3965688749782304,True,True,True,1.0,1.0,0.0,0.3461002119353744,0.44508747701791673,evidence,0.587240835081858,0.4959495413425888,0.2724147901776473,0.44529918236495597,0.7230756230034081,0.0,2,3,True,observed_motion,1.0,0.32142334133527656,0.6230692802395161,1.0
20,24.999975,tracked,only_tracked_qualified_evidence,,62.0,0.0,0.48184425387249014,False,True,True,1.0,1.0,0.0,0.31030811493803256,0.19649353326920854,evidence,0.0,0.5290025895775301,,0.19810167971095863,0.9858403163569505,0.0,0,3,True,observed_motion,1.0,0.3372713967504459,0.6453940848919345,1.0
21,25.999973999999998,tracked,only_tracked_qualified_evidence,,62.0,0.0,0.29717343364832144,False,True,True,0.9966666666666667,1.0,0.0,0.2282731286153736,0.15471380773544705,evidence,0.0,0.46346441999159305,,0.17993715939059576,0.8612145905853751,0.6046128987449477,0,3,True,observed_motion,1.0,0.3401949925644457,0.6493346983660981,1.0
22,26.999972999999997,baseline,only_baseline_qualified_evidence,54.0,,0.46870995865508014,0.0,True,False,False,0.9933333333333333,0.9966666666666667,0.0,0.31922791376431353,0.20299573634905113,evidence,0.6438900675399541,0.0,0.26239130016361994,,0.34921189271546926,0.390877386721061,2,0,True,observed_motion,1.0,0.35742068599147264,0.6714841056938622,1.0
23,27.999972,baseline,only_baseline_qualified_evidence,55.0,,0.5306716056719474,0.0,True,False,False,0.9666666666666667,0.9833333333333333,0.0,0.5510409521276796,0.29478520354387805,evidence,0.7033520689810726,0.0,0.5455793475735029,,0.0,0.0,3,0,True,observed_motion,1.0,0.3784795216866858,0.696228492039751,1.0
24,28.999971,none,unresolved_frequency_disagreement,57.0,96.0,0.31950570747746737,0.40926168453905737,True,True,True,0.9666666666666667,0.9833333333333333,0.0,0.6273366563061509,0.21011354171964147,evidence,0.6689021339522649,0.599774863387146,0.650857208902588,0.23019457470931054,0.6489966008516268,0.47757836460457337,3,2,True,observed_motion,1.0,0.36212735636535004,0.6772298112366721,1.0
25,29.999969999999998,none,unresolved_frequency_disagreement,58.0,98.0,0.4770018136094653,0.4372478327397566,True,True,True,0.96,0.98,0.0,0.5144624872864839,0.14512229181250863,evidence,0.6799097741705521,0.6283799036841768,0.6631859051808977,0.14648447482763283,0.0,0.5101231329907864,3,2,True,observed_motion,1.0,0.3674066537083874,0.6835245127652289,1.0
26,30.999969,baseline,disagreement_resolved_baseline_evidence,52.0,100.0,0.5996405390859072,0.4044733842182985,True,True,True,0.96,0.9733333333333334,0.0,0.3677651248663203,0.12653711927666592,evidence,0.7167653533115781,0.5756708339575668,0.3631277150093953,0.09019073007340352,0.0,0.5353306665961104,2,2,True,observed_motion,1.0,0.3570081200948791,0.6709743543234734,1.0
27,31.999968,none,unresolved_frequency_disagreement,52.0,102.0,0.38815257707630557,0.4234572848368492,True,True,True,0.96,0.9733333333333334,0.0,0.25076009874902344,0.11129989812279409,evidence,0.6911812504358557,0.5688228073932012,0.23847762834132172,0.06090122201249382,0.7418215248917411,0.4691564252196366,2,2,True,observed_motion,1.0,0.35439680618550107,0.667724801439322,1.0
28,32.999967,none,unresolved_frequency_disagreement,49.0,102.0,0.3873944445164724,0.3610371314767064,True,True,True,0.96,0.9733333333333334,0.0,0.2562545178452264,0.05310913713742184,evidence,0.6520012229029721,0.5179502489257458,0.06601242974644642,0.03466951284951857,0.7752951269440648,0.5838059040019722,2,2,True,observed_motion,1.0,0.3403151440420741,0.6494954924624821,1.0
29,33.999966,baseline,only_baseline_qualified_evidence,47.0,,0.23739746339252982,0.0,True,False,False,0.96,0.9733333333333334,0.0,0.31886624932620133,0.27380895026943985,evidence,0.4337018065006305,0.0,0.3128121068023476,,0.7259012020866509,0.0,3,0,True,observed_motion,1.0,0.33152536283160416,0.6374900614143412,1.0
30,34.999964999999996,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.96,0.9733333333333334,0.0,0.39247893952283913,0.31444650788059497,evidence,0.0,0.0,,,0.9374002243605651,0.0,0,0,True,observed_motion,1.0,0.2954123115168238,0.5826890993248203,1.0
31,35.999964,baseline,disagreement_resolved_baseline_evidence,49.0,84.0,0.45217312447462427,0.30315572124752704,True,True,True,0.96,0.9766666666666667,0.0,0.3460258744147141,0.17742179737918545,evidence,0.5311984117117741,0.32950092392517083,0.33059539626631007,0.17767748309107587,0.0,0.0,3,2,True,observed_motion,1.0,0.2723176667711892,0.542650281995173,1.0
32,36.999963,baseline,disagreement_resolved_baseline_evidence,57.0,82.0,0.5363122041090458,0.34232214183369775,True,True,True,0.9666666666666667,0.9766666666666667,0.0,0.09335195230501796,0.06003622811873915,evidence,0.5562835460657738,0.35304637983993503,0.07978082439740666,0.0675028590426715,0.0,0.0,3,2,True,observed_motion,1.0,0.21173701283915466,0.41769768202219343,1.0
33,37.999962,baseline,only_baseline_qualified_evidence,57.0,,0.6082326894750523,0.0,True,False,False,0.99,0.9933333333333333,0.0,0.033739204453241696,0.04587007780993547,evidence,0.6151717253138964,0.0,0.025066301013766057,,0.0,0.0,2,0,True,observed_motion,1.0,0.1394384450521429,0.23727543519711847,1.0
34,38.999961,baseline,only_baseline_qualified_evidence,58.0,,0.44653052836032825,0.0,True,False,False,0.99,0.9933333333333333,0.0,0.0712595832526576,0.07818449918769935,evidence,0.5934437887570352,0.0,0.0615292368364147,,0.45226719695650547,0.0,2,0,True,observed_motion,1.0,0.12454834215475628,0.1988441773246164,1.0
35,39.99996,baseline,only_baseline_qualified_evidence,60.0,56.0,0.4814564532254356,0.0,True,False,False,0.99,1.0,0.0,0.0165964415736519,0.01620467149309815,evidence,0.4851341962250276,0.0,0.016846394842726434,0.016673700958813622,0.0,0.5461269255377378,3,0,True,observed_motion,1.0,0.053008506681492436,0.043024131165305436,1.0
36,40.999959,none,insufficient_branch_evidence,,60.0,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.0,0.008298280099193188,evidence,0.0,0.0,,0.00909518069179996,0.0,0.5944452016549868,0,0,True,observed_motion,1.0,0.04044893151606187,0.02551005831472987,1.0
37,41.999958,none,insufficient_branch_evidence,,62.0,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.0008527393427565791,0.00567336160217711,evidence,0.0,0.0,,0.004614463599676293,0.0,0.0,0,0,True,observed_motion,1.0,0.032803971843528776,0.016926180735919994,1.0
38,42.999956999999995,none,insufficient_branch_evidence,,62.0,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.0,0.002442740925569166,evidence,0.0,0.0,,0.0023529512476983465,0.0,0.5514119380908227,0,0,True,observed_motion,1.0,0.021619306074652355,0.007422800318151714,1.0
39,43.999956,baseline,only_baseline_qualified_evidence,112.0,63.0,0.5189789276659121,0.0,True,False,False,0.9966666666666667,1.0,0.0,0.0018220365896917756,0.002364628062588765,evidence,0.5195184484635762,0.0,0.0023077815801648568,0.0020514029659667986,0.0,0.6948621066097382,2,0,True,observed_motion,1.0,0.024954421080248663,0.00986527672694926,1.0
40,44.999955,none,insufficient_branch_evidence,,61.0,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.0,0.004161588126727764,evidence,0.0,0.0,,0.004331040024295649,0.0,0.6702882925036985,0,0,True,observed_motion,1.0,0.024649559079190867,0.009628012401902263,1.0
41,45.999953999999995,none,insufficient_branch_evidence,91.0,58.0,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.0016491701504673067,0.011532295559979429,evidence,0.0,0.0,0.0013066509214770122,0.01192410744775092,0.0,0.0,0,0,True,observed_motion,1.0,0.029015659409069576,0.013291492331076623,1.0
42,46.999953,baseline,only_baseline_qualified_evidence,92.0,55.0,0.3143086497332382,0.0,True,False,False,0.9966666666666667,1.0,0.0,0.004752052314247833,0.021981395362795128,evidence,0.5072109962515885,0.0,0.004663118747142903,0.02172337108880202,0.7580333024473628,0.0,2,0,True,observed_motion,1.0,0.04082297739931277,0.025971731068472566,1.0
43,47.999952,tracked,only_tracked_qualified_evidence,,52.0,0.0,0.3933750137072577,False,True,True,0.9966666666666667,1.0,0.0,0.007803095713928708,0.017397976292591606,evidence,0.0,0.39635717944955084,,0.016719856045189156,0.9694540715495654,0.0,0,2,True,observed_motion,1.0,0.048104216328872414,0.03570239563421423,1.0
44,48.999950999999996,tracked,only_tracked_qualified_evidence,,52.0,0.0,0.28483094932155856,False,True,True,0.9966666666666667,1.0,0.0,0.008686622737227472,0.020605546965515458,evidence,0.0,0.45821629098030126,,0.021526961916957767,0.9776487122398825,0.744622832576169,0,2,True,observed_motion,1.0,0.05119685481732391,0.04024989167834763,1.0
45,49.99995,baseline,only_baseline_qualified_evidence,130.0,,0.48456135861791333,0.0,True,False,False,1.0,1.0,0.0,0.002242075991895993,0.028889150816756127,evidence,0.4850390296387137,0.0,0.00218846544807909,,0.0,0.8455391217577269,2,0,True,observed_motion,1.0,0.05350485319525786,0.04379816438973286,1.0
46,50.999949,baseline,only_baseline_qualified_evidence,131.0,,0.35290567767382275,0.0,True,False,False,1.0,1.0,0.0,0.0029342430051827856,0.03677378446222476,evidence,0.35336925376441597,0.0,0.0029152765251444384,,0.0,0.887103071326602,2,0,True,observed_motion,1.0,0.05387818001145947,0.04438427245579755,1.0
47,51.999947999999996,tracked,only_tracked_qualified_evidence,,52.0,0.0,0.5053949979957311,False,True,True,0.9966666666666667,1.0,0.0,0.0,0.04329246416276875,evidence,0.0,0.515329990420712,,0.0428419873766286,0.0,0.0,0,2,True,observed_motion,1.0,0.05403985383340009,0.04463913408107308,1.0
48,52.999947,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.0,0.011477787674995174,evidence,0.0,0.0,,,0.0,0.7021733845990791,0,0,True,observed_motion,1.0,0.05407812911461703,0.04469956284791047,1.0
49,53.999945999999994,none,unresolved_frequency_disagreement,101.0,75.0,0.4018067145313507,0.39855522114305447,True,True,True,0.9966666666666667,1.0,0.0,0.0012579095895869242,0.015305629701401625,evidence,0.40207011108115254,0.5961345544010399,0.0014557800992775645,0.014576888528841345,0.0,0.6540392823957979,2,2,True,observed_motion,1.0,0.050755813256196804,0.03958673764800058,1.0
50,54.999945,baseline,only_baseline_qualified_evidence,103.0,,0.33179726296967765,0.0,True,False,False,0.9966666666666667,1.0,0.0,0.003980181588339547,0.02974682579508803,evidence,0.4900800156275925,0.0,0.0039086336914529755,,0.6435607495295408,0.8655711549467956,2,0,True,observed_motion,1.0,0.05089749154385583,0.03979924060514499,1.0
51,55.999944,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.02745816668400054,0.004341655212215468,evidence,0.0,0.0,,,0.9769296994477767,0.8875019814426524,0,0,True,observed_motion,1.0,0.04815724525398271,0.035778336095521036,1.0
52,56.999942999999995,tracked,only_tracked_qualified_evidence,,98.0,0.0,0.2784274916113291,False,True,True,0.9966666666666667,1.0,0.0,0.0025828748588018224,0.0043799888175750055,evidence,0.0,0.4507143523841801,,0.0046426520530003625,0.9225474048814059,0.7619191764152136,0,3,True,observed_motion,1.0,0.03859612565603509,0.023279712602633475,1.0
53,57.999942,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.0,0.003096939303074181,evidence,0.0,0.0,,,0.0,0.9509821507937912,0,0,True,observed_motion,1.0,0.0287461508683226,0.013048933101446721,1.0
54,58.999941,none,insufficient_branch_evidence,54.0,,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.0007578164600431494,0.001321984372207014,evidence,0.0,0.0,0.0009458288130390958,,0.0,0.0,0,0,True,observed_motion,1.0,0.023368859924538552,0.008661972475170383,1.0
55,59.999939999999995,tracked,only_tracked_qualified_evidence,,66.0,0.0,0.41018433739227783,False,True,True,0.9966666666666667,1.0,0.0,0.017385616599826927,0.0024758604279600904,evidence,0.0,0.4106418487487995,,0.0024758604279600904,0.0,0.0,0,2,True,observed_motion,1.0,0.03614155608795284,0.020471550244879195,1.0
56,60.999939,none,insufficient_branch_evidence,,66.0,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.01775111318509006,0.002666103009407517,evidence,0.0,0.0,,0.0013333659862106028,0.0,0.0,0,0,True,observed_motion,1.0,0.03940062704463361,0.02423654981558497,1.0
57,61.999938,baseline,only_baseline_qualified_evidence,95.0,,0.6822303716001479,0.0,True,False,False,1.0,1.0,0.0,0.014830375838148105,0.004713698270125301,evidence,0.6838402097725935,0.0,0.0052313656170936,,0.0,0.8561631425007817,2,0,True,observed_motion,1.0,0.042327899845001404,0.02786755472113071,1.0
58,62.999936999999996,baseline,only_baseline_qualified_evidence,95.0,,0.6377061902482419,0.0,True,False,False,0.9966666666666667,1.0,0.0,0.010453802411769495,0.005962875962088477,evidence,0.6390432793680323,0.0,0.004649621161853377,,0.0,0.9334597340689252,2,0,True,observed_motion,1.0,0.04374791724978997,0.02971223369651881,1.0
59,63.999936,baseline,only_baseline_qualified_evidence,88.0,,0.26833052832333815,0.0,True,False,False,0.9966666666666667,1.0,0.0,0.04461079951049589,0.02675958390430694,evidence,0.4333270894830253,0.0,0.044610799510495895,,0.7361621961203688,0.9881172488311717,2,0,True,observed_motion,1.0,0.05937689579291555,0.0533976959357477,1.0
60,64.999935,tracked,only_tracked_qualified_evidence,,67.0,0.0,0.3438246328874864,False,True,True,0.9966666666666667,1.0,0.0,0.0059654597364369785,0.019358724241924623,evidence,0.0,0.5470778050917885,,0.01889464911798558,0.6040990777042462,0.7322713518688905,0,2,True,observed_motion,1.0,0.07125543038184219,0.07513371542103926,1.0
61,65.999934,tracked,only_tracked_qualified_evidence,,67.0,0.0,0.347728881387853,False,True,True,0.9966666666666667,1.0,0.0,0.007820123213603638,0.01959307524624436,evidence,0.0,0.5533039440256013,,0.02434013940863867,0.5347441132046687,0.7291622974562405,0,2,True,observed_motion,1.0,0.07619143155609101,0.08498825610899463,1.0
62,66.999933,tracked,only_tracked_qualified_evidence,53.0,66.0,0.0,0.3674810658625072,False,True,True,0.9966666666666667,1.0,0.0,0.011057344497840474,0.03092261970103983,evidence,0.0,0.56187883734445,0.00880760442624483,0.04044311179341766,0.42795066712230023,0.6677093044162827,0,2,True,observed_motion,1.0,0.0770690659995464,0.08678655897342694,1.0
63,67.999932,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,1.0,0.07699810209997167,0.08664065015885968,1.0
64,68.99993099999999,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.9966666666666667,1.0,0.0,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,1.0,0.07694764363201542,0.08653695597560994,1.0
