window_index,time_s,window_start_s,window_end_s,ridge_bpm,accepted,status,reference_bpm,reference_valid,reference_status,reference_samples,reference_max_gap_s,error_bpm,abs_error_bpm,V28_matching_10s_window_index,V28_10s_accepted_at_same_center,shared_center_both_output,shared_center_new_output,native_only_plan_output
23,25.99974,22.99977,28.99971,75.0,True,candidate_only,77.33333333333333,True,ok,6,1.0802468999999988,-2.3333333333333286,2.3333333333333286,21,True,True,False,False
24,26.99973,23.99976,29.9997,75.0,True,candidate_only,78.0,True,ok,6,1.0802468999999988,-3.0,3.0,22,True,True,False,False
25,27.99972,24.99975,30.99969,75.0,True,candidate_only,78.33333333333333,True,ok,6,1.0802468999999988,-3.3333333333333286,3.3333333333333286,23,True,True,False,False
26,28.99971,25.99974,31.99968,76.0,True,candidate_only,78.33333333333333,True,ok,6,1.0208075,-2.3333333333333286,2.3333333333333286,24,True,True,False,False
27,29.9997,26.99973,32.99967,77.0,True,candidate_only,78.0,True,ok,6,1.0208075,-1.0,1.0,25,True,True,False,False
28,30.99969,27.99972,33.99966,77.0,True,candidate_only,77.5,True,ok,6,1.0208075,-0.5,0.5,26,True,True,False,False
29,31.99968,28.99971,34.99965,78.0,True,candidate_only,76.83333333333333,True,ok,6,1.0208075,1.1666666666666714,1.1666666666666714,27,True,True,False,False
30,32.99967,29.9997,35.99964,79.0,True,candidate_only,76.33333333333333,True,ok,6,1.019652299999997,2.6666666666666714,2.6666666666666714,28,True,True,False,False
31,33.99966,30.99969,36.99963,79.0,True,candidate_only,76.0,True,ok,6,1.019652299999997,3.0,3.0,29,True,True,False,False
32,34.99965,31.99968,37.99962,79.0,True,candidate_only,75.83333333333333,True,ok,6,1.0512203999999983,3.1666666666666714,3.1666666666666714,30,True,True,False,False
33,35.99964,32.99967,38.99961,79.0,True,candidate_only,75.83333333333333,True,ok,6,1.0512203999999983,3.1666666666666714,3.1666666666666714,31,True,True,False,False
34,36.99963,33.99966,39.9996,79.0,True,candidate_only,75.83333333333333,True,ok,6,1.0512203999999983,3.1666666666666714,3.1666666666666714,32,True,True,False,False
35,37.99962,34.99965,40.99959,79.0,True,candidate_only,76.0,True,ok,6,1.0512203999999983,3.0,3.0,33,True,True,False,False
36,38.99961,35.99964,41.99958,79.0,True,candidate_only,76.16666666666667,True,ok,6,1.0512203999999983,2.8333333333333286,2.8333333333333286,34,True,True,False,False
37,39.9996,36.99963,42.99957,79.0,True,candidate_only,76.33333333333333,True,ok,6,1.0801567999999975,2.6666666666666714,2.6666666666666714,35,True,True,False,False
38,40.99959,37.99962,43.99956,78.0,True,candidate_only,76.66666666666667,True,ok,6,1.0801567999999975,1.3333333333333286,1.3333333333333286,36,True,True,False,False
39,41.99958,38.99961,44.99955,77.0,True,candidate_only,77.0,True,ok,6,1.0801567999999975,0.0,0.0,37,True,True,False,False
40,42.99957,39.9996,45.99954,76.0,True,candidate_only,77.5,True,ok,6,1.0801567999999975,-1.5,1.5,38,True,True,False,False
41,43.99956,40.99959,46.99953,75.0,True,candidate_only,78.0,True,ok,6,1.0801567999999975,-3.0,3.0,39,True,True,False,False
42,44.99955,41.99958,47.99952,75.0,True,candidate_only,78.33333333333333,True,ok,6,1.0497214999999969,-3.3333333333333286,3.3333333333333286,40,True,True,False,False
43,45.99954,42.99957,48.99951,75.0,True,candidate_only,78.66666666666667,True,ok,6,1.0497214999999969,-3.6666666666666714,3.6666666666666714,41,True,True,False,False
44,46.99953,43.99956,49.9995,75.0,True,candidate_only,78.83333333333333,True,ok,6,1.0497214999999969,-3.8333333333333286,3.8333333333333286,42,True,True,False,False
45,47.99952,44.99955,50.99949,76.0,True,candidate_only,78.83333333333333,True,ok,6,1.0497214999999969,-2.8333333333333286,2.8333333333333286,43,True,True,False,False
46,48.99951,45.99954,51.99948,78.0,True,candidate_only,78.5,True,ok,6,1.0493151000000012,-0.5,0.5,44,True,True,False,False
47,49.9995,46.99953,52.99947,79.0,True,candidate_only,78.16666666666667,True,ok,6,1.0493151000000012,0.8333333333333286,0.8333333333333286,45,True,True,False,False
48,50.99949,47.99952,53.99946,81.0,True,candidate_only,77.66666666666667,True,ok,6,1.0493151000000012,3.3333333333333286,3.3333333333333286,46,True,True,False,False
49,51.99948,48.99951,54.99945,81.0,True,candidate_only,77.0,True,ok,6,1.0493151000000012,4.0,4.0,47,True,True,False,False
50,52.99947,49.9995,55.99944,80.0,True,candidate_only,76.5,True,ok,6,1.0205538000000018,3.5,3.5,48,False,False,True,False
51,53.99946,50.99949,56.99943,80.0,True,candidate_only,76.16666666666667,True,ok,6,1.0205538000000018,3.8333333333333286,3.8333333333333286,49,False,False,True,False
52,54.99945,51.99948,57.99942,,False,gap_or_filter_edge,76.16666666666667,True,ok,6,1.0204968999999977,,,-1,False,False,False,False
53,55.99944,52.99947,58.99941,,False,gap_or_filter_edge,76.33333333333333,True,ok,6,1.0204968999999977,,,-1,False,False,False,False
