window_index,time_s,window_start_s,window_end_s,accepted,estimated_bpm,local_spectral_bpm,output_status,reference_bpm,reference_valid,reference_status,reference_samples,reference_max_gap_s,error_bpm,abs_error_bpm,reference_frequency_snr_db
20,24.999975,19.99998,29.999969999999998,True,187.0,188.0,candidate_only,106.4,True,ok,10,1.021193799999999,80.6,80.6,-12.865808468094148
21,25.999973999999998,20.999979,30.999969,True,188.0,189.0,candidate_only,106.6,True,ok,10,1.021193799999999,81.4,81.4,-14.55051849265098
22,26.999972999999997,21.999978,31.999968,True,189.0,189.0,candidate_only,107.0,True,ok,10,1.021193799999999,82.0,82.0,-17.25843019714271
23,27.999972,22.999976999999998,32.999967,True,189.0,189.0,candidate_only,107.7,True,ok,10,1.021193799999999,81.3,81.3,-18.171987182689286
24,28.999971,23.999976,33.999966,True,189.0,189.0,candidate_only,108.6,True,ok,10,1.0486555999999965,80.4,80.4,-16.57061145679406
25,29.999969999999998,24.999975,34.999964999999996,True,188.0,188.0,candidate_only,109.7,True,ok,10,1.0486555999999965,78.3,78.3,-15.050716368555017
26,30.999969,25.999973999999998,35.999964,True,187.0,187.0,candidate_only,110.8,True,ok,10,1.0486555999999965,76.2,76.2,-14.357844475947335
27,31.999968,26.999972999999997,36.999963,True,186.0,185.0,candidate_only,112.0,True,ok,10,1.0486555999999965,74.0,74.0,-14.164781158583256
28,32.999967,27.999972,37.999962,True,185.0,185.0,candidate_only,113.1,True,ok,10,1.0491720999999998,71.9,71.9,-14.639073689465027
29,33.999966,28.999971,38.999961,True,185.0,185.0,candidate_only,114.1,True,ok,10,1.0491720999999998,70.9,70.9,-15.586556059683616
30,34.999964999999996,29.999969999999998,39.99996,True,186.0,186.0,candidate_only,115.1,True,ok,10,1.0491720999999998,70.9,70.9,-15.273996101851102
31,35.999964,30.999969,40.999959,True,187.0,187.0,candidate_only,116.0,True,ok,10,1.0491720999999998,71.0,71.0,-14.057974943683714
32,36.999963,31.999968,41.999958,True,188.0,188.0,candidate_only,116.9,True,ok,10,1.0491720999999998,71.1,71.1,-13.815037997153976
33,37.999962,32.999967,42.999956999999995,True,188.0,95.0,candidate_only,117.6,True,ok,10,1.0491720999999998,70.4,70.4,-16.29633137830724
34,38.999961,33.999966,43.999956,True,188.0,95.0,candidate_only,118.3,True,ok,10,1.0507272000000043,69.7,69.7,-19.87539939338796
35,39.99996,34.999964999999996,44.999955,True,187.0,95.0,candidate_only,118.9,True,ok,10,1.0507272000000043,68.1,68.1,-21.18370294346246
36,40.999959,35.999964,45.999953999999995,True,186.0,94.0,candidate_only,119.5,True,ok,10,1.0507272000000043,66.5,66.5,-22.120873582157504
37,41.999958,36.999963,46.999953,True,185.0,93.0,candidate_only,120.0,True,ok,10,1.0507272000000043,65.0,65.0,-21.444828931571536
38,42.999956999999995,37.999962,47.999952,True,185.0,184.0,candidate_only,120.4,True,ok,10,1.0507272000000043,64.6,64.6,-18.3191424151633
39,43.999956,38.999961,48.999950999999996,True,185.0,184.0,candidate_only,120.9,True,ok,10,1.0507272000000043,64.1,64.1,-15.757066433593465
40,44.999955,39.99996,49.99995,False,,,gap_or_filter_edge,121.3,True,ok,10,1.0507272000000043,,,
41,45.999953999999995,40.999959,50.999949,False,,,gap_or_filter_edge,121.7,True,ok,10,1.0507272000000043,,,
42,46.999953,41.999958,51.999947999999996,False,,,gap_or_filter_edge,122.0,True,ok,10,1.0507272000000043,,,
43,47.999952,42.999956999999995,52.999947,False,,,gap_or_filter_edge,122.3,True,ok,10,1.0504734999999954,,,
44,48.999950999999996,43.999956,53.999945999999994,False,,,gap_or_filter_edge,122.5,True,ok,10,1.0504734999999954,,,
45,49.99995,44.999955,54.999945,False,,,gap_or_filter_edge,122.7,True,ok,10,1.0501312000000027,,,
46,50.999949,45.999953999999995,55.999944,False,,,gap_or_filter_edge,122.8,True,ok,10,1.0501312000000027,,,
47,51.999947999999996,46.999953,56.999942999999995,False,,,gap_or_filter_edge,122.9,True,ok,10,1.0504397999999995,,,
48,52.999947,47.999952,57.999942,False,,,gap_or_filter_edge,123.0,True,ok,10,1.0504397999999995,,,
49,53.999945999999994,48.999950999999996,58.999941,False,,,gap_or_filter_edge,123.0,True,ok,10,1.0504397999999995,,,
50,54.999945,49.99995,59.999939999999995,False,,,gap_or_filter_edge,123.1,True,ok,10,1.0504397999999995,,,
51,55.999944,50.999949,60.999939,False,,,gap_or_filter_edge,123.3,True,ok,10,1.0504397999999995,,,
52,56.999942999999995,51.999947999999996,61.999938,False,,,gap_or_filter_edge,123.6,True,ok,10,1.0504397999999995,,,
53,57.999942,52.999947,62.999936999999996,False,,,gap_or_filter_edge,123.9,True,ok,10,1.0504397999999995,,,
54,58.999941,53.999945999999994,63.999936,False,,,gap_or_filter_edge,124.4,True,ok,10,1.0504397999999995,,,
55,59.999939999999995,54.999945,64.999935,True,192.0,193.0,candidate_only,124.9,True,ok,10,1.0504397999999995,67.1,67.1,-12.705526748710112
56,60.999939,55.999944,65.999934,True,192.0,192.0,candidate_only,125.6,True,ok,10,1.0503051000000028,66.4,66.4,-13.86097542420198
57,61.999938,56.999942999999995,66.999933,True,192.0,192.0,candidate_only,126.4,True,ok,10,1.0503051000000028,65.6,65.6,-15.722185768277129
58,62.999936999999996,57.999942,67.999932,True,192.0,192.0,candidate_only,127.3,True,ok,10,1.0503051000000028,64.7,64.7,-17.65228095037554
59,63.999936,58.999941,68.99993099999999,True,192.0,191.0,candidate_only,128.3,True,ok,10,1.0503051000000028,63.69999999999999,63.69999999999999,-17.481516686343404
60,64.999935,59.999939999999995,69.99992999999999,False,,,gap_or_filter_edge,129.3,True,ok,10,1.0503051000000028,,,
61,65.999934,60.999939,70.999929,False,,,gap_or_filter_edge,130.3,True,ok,10,1.0503051000000028,,,
