window_index,time_s,window_start_s,window_end_s,ridge_bpm,accepted,status,reference_bpm,reference_valid,reference_status,reference_samples,reference_max_gap_s,error_bpm,abs_error_bpm,V28_bpm,V28_accepted,common_output,new_output,lost_output
30,34.999965,29.99997,39.99996,95.0,True,candidate_only,110.0,True,ok,10,1.049768799999999,-15.0,15.0,95.0,True,True,False,False
31,35.999964,30.999969,40.999959,95.0,True,candidate_only,110.9,True,ok,10,1.0222120999999973,-15.900000000000006,15.900000000000006,95.0,True,True,False,False
32,36.999963,31.999968,41.999958,95.0,True,candidate_only,111.7,True,ok,10,1.0470558000000025,-16.700000000000003,16.700000000000003,95.0,True,True,False,False
33,37.999962,32.999967,42.999957,94.0,True,candidate_only,112.4,True,ok,10,1.0470558000000025,-18.400000000000006,18.400000000000006,95.0,True,True,False,False
34,38.999961,33.999966,43.999956,94.0,True,candidate_only,112.9,True,ok,10,1.0470558000000025,-18.900000000000006,18.900000000000006,94.0,True,True,False,False
35,39.99996,34.999965,44.999955,94.0,True,candidate_only,113.3,True,ok,10,1.0470558000000025,-19.299999999999997,19.299999999999997,94.0,True,True,False,False
36,40.999959,35.999964,45.999954,94.0,True,candidate_only,113.7,True,ok,10,1.0470558000000025,-19.700000000000003,19.700000000000003,94.0,True,True,False,False
37,41.999958,36.999963,46.999953,94.0,True,candidate_only,114.0,True,ok,10,1.0470558000000025,-20.0,20.0,94.0,True,True,False,False
38,42.999957,37.999962,47.999952,95.0,True,candidate_only,114.3,True,ok,10,1.0470558000000025,-19.299999999999997,19.299999999999997,94.0,True,True,False,False
39,43.999956,38.999961,48.999951,95.0,True,candidate_only,114.6,True,ok,10,1.0470558000000025,-19.599999999999994,19.599999999999994,94.0,True,True,False,False
40,44.999955,39.99996,49.99995,95.0,True,candidate_only,114.9,True,ok,10,1.0470558000000025,-19.900000000000006,19.900000000000006,94.0,True,True,False,False
41,45.999954,40.999959,50.999949,,False,gap_or_filter_edge,115.2,True,ok,10,1.020202999999995,,,,False,False,False,False
